,gene_id,hacat_stim_1,hacat_stim_2,hacat_unstim_1,hacat_unstim_2,myla_1,myla_2,naive_T_1,naive_T_2,GM12878,hacat_stim,hacat_unstim,myla,naive_T,transcript_hacat_stim_1,transcript_hacat_stim_2,transcript_hacat_unstim_1,transcript_hacat_unstim_2,transcript_myla_1,transcript_myla_2,transcript_naive_T_1,transcript_naive_T_2,transcript_GM12878,transcript_hacat_stim,transcript_hacat_unstim,transcript_myla,transcript_naive_T,linked_SNP_hacat_stim_1,linked_SNP_hacat_stim_2,linked_SNP_hacat_unstim_1,linked_SNP_hacat_unstim_2,linked_SNP_myla_1,linked_SNP_myla_2,linked_SNP_naive_T_1,linked_SNP_naive_T_2,linked_SNP_GM12878,linked_SNP_hacat_stim,linked_SNP_hacat_unstim,linked_SNP_myla,linked_SNP_naive_T,gene_name
79,ENSG00000141569,,,,,,,,,,,,,0.00114570180353,,,,,,,,,,,,,"{'ENST00000543309', 'ENST00000540128', 'ENST00000269383'}",,,,,,,,,,,,,"{'rs8067326_rs1005714', 'rs62085969_rs1005714', 'rs36039201_rs1005714', 'rs55815500_rs1005714', 'rs8075276_rs1005714', 'rs4788878_rs1005714', 'rs6501772_rs1005714', 'rs113459043_rs1005714', 'rs11444502_rs1005714', 'rs10539706_rs1005714', 'rs2279161_rs1005714'}",TRIM65
80,ENSG00000141738,0.00827159036048,0.000211193199488,,0.00314055117895,,,,,,9.44179446739e-05,2.72590668181e-05,,,"{'ENST00000394209', 'ENST00000309156', 'ENST00000445327', 'ENST00000394211', 'ENST00000394204', 'ENST00000577695'}","{'ENST00000394209', 'ENST00000309156', 'ENST00000445327', 'ENST00000394211', 'ENST00000394204', 'ENST00000577695'}",,"{'ENST00000394209', 'ENST00000309156', 'ENST00000445327', 'ENST00000394211', 'ENST00000577695'}",,,,,,"{'ENST00000394209', 'ENST00000309156', 'ENST00000445327', 'ENST00000394211', 'ENST00000394204', 'ENST00000577695'}","{'ENST00000394209', 'ENST00000309156', 'ENST00000445327', 'ENST00000394211', 'ENST00000577695'}",,,"{'rs4065275_rs883770', 'rs12603332_rs883770'}","{'rs4795401_rs883770', 'rs9303280_rs883770', 'rs1031458_rs883770', 'rs7219923_rs883770', 'rs8074437_rs883770', 'rs1031460_rs883770', 'rs7216558_rs883770', 'rs1011082_rs883770', 'rs921649_rs883770', 'rs201389301_rs883770', 'rs4065275_rs883770', 'rs1008723_rs883770', 'rs7221605_rs883770', 'rs7224129_rs883770', 'rs8065777_rs883770', 'rs2941522_rs883770', 'rs56380902_rs883770', 'rs9747973_rs883770', 'rs150597688_rs883770', 'rs58989791_rs883770', 'rs869402_rs883770', 'rs4795400_rs883770', 'rs921650_rs883770', 'rs6503524_rs883770', 'rs143385463_rs883770', 'rs7216389_rs883770', 'rs9303281_rs883770'}",,"{'rs9747973_rs883770', 'rs2941522_rs883770'}",,,,,,"{'rs4795401_rs883770', 'rs9303280_rs883770', 'rs1031458_rs883770', 'rs7219923_rs883770', 'rs8074437_rs883770', 'rs1031460_rs883770', 'rs7216558_rs883770', 'rs1011082_rs883770', 'rs921649_rs883770', 'rs201389301_rs883770', 'rs4065275_rs883770', 'rs1008723_rs883770', 'rs7221605_rs883770', 'rs7224129_rs883770', 'rs8065777_rs883770', 'rs2941522_rs883770', 'rs12603332_rs883770', 'rs56380902_rs883770', 'rs9747973_rs883770', 'rs150597688_rs883770', 'rs58989791_rs883770', 'rs869402_rs883770', 'rs4795400_rs883770', 'rs921650_rs883770', 'rs6503524_rs883770', 'rs143385463_rs883770', 'rs7216389_rs883770', 'rs9303281_rs883770'}","{'rs9747973_rs883770', 'rs2941522_rs883770'}",,,GRB7
81,ENSG00000141741,0.00827159036048,0.000211193199488,,0.00314055117895,,,,0.00013681999905500002,0.000190098542148,0.000518966022297,2.72590668181e-05,0.000951245930621,0.000668668488557,"{'ENST00000394231', 'ENST00000577810'}","{'ENST00000394231', 'ENST00000577810'}",,"{'ENST00000394231', 'ENST00000577810'}",,,,"{'ENST00000394231', 'ENST00000577810'}","{'ENST00000394231', 'ENST00000577810'}","{'ENST00000394231', 'ENST00000577810'}","{'ENST00000394231', 'ENST00000577810'}","{'ENST00000394231', 'ENST00000577810'}","{'ENST00000394231', 'ENST00000577810'}","{'rs4065275_rs883770', 'rs12603332_rs883770'}","{'rs9747973_rs883770', 'rs2941522_rs883770'}",,"{'rs9747973_rs883770', 'rs2941522_rs883770'}",,,,"{'rs34120102_rs883770', 'rs1453559_rs883770', 'rs11078925_rs883770', 'rs4795397_rs883770', 'rs11655198_rs883770', 'rs35564481_rs883770', 'rs11557466_rs883770'}","{'rs9747973_rs883770', 'rs2941522_rs883770'}","{'rs9747973_rs883770', 'rs2941522_rs883770', 'rs12603332_rs883770', 'rs4065275_rs883770'}","{'rs9747973_rs883770', 'rs2941522_rs883770'}","{'rs34120102_rs883770', 'rs1453559_rs883770', 'rs11078925_rs883770', 'rs4795397_rs883770', 'rs11655198_rs883770', 'rs35564481_rs883770', 'rs11557466_rs883770'}","{'rs34120102_rs883770', 'rs1453559_rs883770', 'rs11078925_rs883770', 'rs4795397_rs883770', 'rs11655198_rs883770', 'rs35564481_rs883770', 'rs11557466_rs883770'}",MIEN1
82,ENSG00000142082,,,,,,,,,,,,,0.00127464116017,,,,,,,,,,,,,"{'ENST00000382743', 'ENST00000532956', 'ENST00000525319', 'ENST00000525237', 'ENST00000525776', 'ENST00000529382', 'ENST00000528469', 'ENST00000524564'}",,,,,,,,,,,,,"{'rs7120313_rs6598008', 'rs7932229_rs6598008'}",SIRT3
83,ENSG00000142864,,0.000859728209496,,,,,,,0.00426381705847,3.15345488163e-05,0.00046004442645999997,,,,"{'ENST00000370994', 'ENST00000370995', 'ENST00000370990', 'ENST00000361219'}",,,,,,,"{'ENST00000370994', 'ENST00000370995', 'ENST00000370990', 'ENST00000361219'}","{'ENST00000370994', 'ENST00000370995', 'ENST00000370990', 'ENST00000361219'}","{'ENST00000370994', 'ENST00000370995', 'ENST00000370990', 'ENST00000361219'}",,,,"{'rs1908632_rs3790566', 'rs6662198_rs3790566', 'rs3790566_rs3790566', 'rs3977726_rs3790566', 'rs6672670_rs3790566', 'rs10889683_rs3790566', 'rs3828068_rs3790566'}",,,,,,,"{'rs1908632_rs3790566', 'rs6662198_rs3790566', 'rs10889683_rs3790566'}","{'rs1908632_rs3790566', 'rs6662198_rs3790566', 'rs3790566_rs3790566', 'rs3977726_rs3790566', 'rs6672670_rs3790566', 'rs10889683_rs3790566', 'rs3828068_rs3790566'}","{'rs6695348_rs3790566', 'rs1908632_rs3790566', 'rs6662198_rs3790566', 'rs3790566_rs3790566', 'rs3977726_rs3790566', 'rs3790567_rs3790566', 'rs6672670_rs3790566', 'rs10889683_rs3790566', 'rs3828068_rs3790566'}",,,SERBP1
84,ENSG00000143156,,,,,,,,0.00043388394414999997,,,,,,,,,,,,,"{'ENST00000472647', 'ENST00000367811'}",,,,,,,,,,,,,"{'rs1773542_rs2056626', 'rs1617333_rs2056626', 'rs1617988_rs2056626', 'rs10522315_rs2056626', 'rs1214598_rs2056626', 'rs1723018_rs2056626', 'rs2949661_rs2056626', 'rs1214596_rs2056626', 'rs2988277_rs2056626', 'rs1214595_rs2056626', 'rs2995089_rs2056626', 'rs2995091_rs2056626', 'rs7523907_rs2056626', 'rs1723016_rs2056626'}",,,,,,NME7
85,ENSG00000143167,,,,,,,1.54307404973e-17,4.58207268241e-08,,,,,5.71871818439e-16,,,,,,,{'ENST00000367868'},{'ENST00000367868'},,,,,{'ENST00000367868'},,,,,,,"{'rs10522315_rs2056626', 'rs2949669_rs2056626', 'rs1214596_rs2056626', 'rs3108155_rs2056626', 'rs2949661_rs2056626', 'rs2988277_rs2056626', 'rs2995089_rs2056626', 'rs2995091_rs2056626', 'rs1773542_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs1617333_rs2056626', 'rs1723018_rs2056626', 'rs1214595_rs2056626', 'rs7523907_rs2056626', 'rs1723016_rs2056626', 'rs2056626_rs2056626', 'rs1773560_rs2056626', 'rs1617988_rs2056626', 'rs1214598_rs2056626', 'rs35014055_rs2056626', 'rs2056625_rs2056626'}","{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}",,,,,"{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}",GPA33
86,ENSG00000143179,,,,,,,,,,,,0.00958569058469,,,,,,,,,,,,,"{'ENST00000642653', 'ENST00000367879'}",,,,,,,,,,,,,"{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}",,UCK2
87,ENSG00000143183,,,,,,,,,,,,0.00958569058469,,,,,,,,,,,,,{'ENST00000580248'},,,,,,,,,,,,,"{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}",,TMCO1
88,ENSG00000143190,,5.09089953542e-07,,9.996475914239999e-06,2.78734968834e-05,,5.44932468711e-05,1.68966079368e-08,,4.2012813984500006e-08,7.09449558876e-05,8.572888875390002e-07,8.17035642618e-08,,"{'ENST00000429375', 'ENST00000367866', 'ENST00000541643'}",,"{'ENST00000429375', 'ENST00000367866', 'ENST00000541643'}","{'ENST00000429375', 'ENST00000367866', 'ENST00000541643'}",,"{'ENST00000429375', 'ENST00000367866', 'ENST00000541643'}","{'ENST00000429375', 'ENST00000367866', 'ENST00000541643'}",,"{'ENST00000429375', 'ENST00000367866', 'ENST00000541643'}","{'ENST00000429375', 'ENST00000367866', 'ENST00000541643'}","{'ENST00000429375', 'ENST00000367866', 'ENST00000541643'}","{'ENST00000429375', 'ENST00000367866', 'ENST00000541643'}",,"{'rs34276574_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626'}",,"{'rs34276574_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626'}","{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}",,"{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}","{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}",,"{'rs34276574_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626'}","{'rs34276574_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626'}","{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}","{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}",POU2F1
89,ENSG00000143198,,,,,,,,,,,,7.481348323e-05,,,,,,,,,,,,,"{'ENST00000367888', 'ENST00000627653', 'ENST00000367885', 'ENST00000367884', 'ENST00000367889', 'ENST00000367883'}",,,,,,,,,,,,,"{'rs1773560_rs2056626', 'rs34276574_rs2056626', 'rs2988279_rs2056626', 'rs1773561_rs2056626', 'rs2056626_rs2056626', 'rs2949669_rs2056626', 'rs35014055_rs2056626', 'rs3108155_rs2056626', 'rs2056625_rs2056626'}",,MGST3
90,ENSG00000144837,,,,,,,,,,,,0.006164893253680001,,,,,,,,,,,,,"{'ENST00000494440', 'ENST00000488919', 'ENST00000273371', 'ENST00000495992'}",,,,,,,,,,,,,{'rs71767581_rs9884090'},,PLA1A
91,ENSG00000144840,,,,,,,3.0538126348200005e-20,2.9260240599700013e-10,,,,,9.126264075239996e-27,,,,,,,"{'ENST00000273375', 'ENST00000483733'}","{'ENST00000273375', 'ENST00000483733'}",,,,,"{'ENST00000273375', 'ENST00000483733'}",,,,,,,"{'rs1131265_rs9884090', 'rs12695386_rs9884090', 'rs12636784_rs9884090', 'rs71767581_rs9884090', 'rs2293370_rs9884090'}","{'rs71767581_rs9884090', 'rs12636784_rs9884090'}",,,,,"{'rs1131265_rs9884090', 'rs12695386_rs9884090', 'rs12636784_rs9884090', 'rs71767581_rs9884090', 'rs2293370_rs9884090'}",RABL3
92,ENSG00000145214,1.0,1.0,1.0,0.005670452502060001,1.0,1.0,1.0,1.0,1.0,1.0,0.00035766202096900016,1.0,1.0,{'ENST00000510286'},{'ENST00000510286'},"{'ENST00000273814', 'ENST00000509465', 'ENST00000510286'}","{'ENST00000510286', 'ENST00000515182'}",{'ENST00000510286'},"{'ENST00000273814', 'ENST00000509465', 'ENST00000510286'}",{'ENST00000510286'},{'ENST00000510286'},{'ENST00000510286'},{'ENST00000510286'},"{'ENST00000509465', 'ENST00000273814', 'ENST00000510286', 'ENST00000515182'}","{'ENST00000273814', 'ENST00000509465', 'ENST00000510286'}","{'ENST00000273814', 'ENST00000509465', 'ENST00000510286'}","{'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs13137144_rs11724804', 'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs4690196_rs11724804', 'rs11248061_rs11724804', 'rs3796621_rs11724804', 'rs3733346_rs11724804', 'rs4690220_rs11724804', 'rs3733349_rs11724804', 'rs1377586_rs11724804'}","{'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs13137144_rs11724804', 'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs4690196_rs11724804', 'rs13137144_rs11724804', 'rs11248061_rs11724804', 'rs3796621_rs11724804', 'rs3733346_rs11724804', 'rs4690220_rs11724804', 'rs3733349_rs11724804', 'rs1377586_rs11724804'}","{'rs13137144_rs11724804', 'rs11248061_rs11724804', 'rs4690220_rs11724804'}","{'rs13137144_rs11724804', 'rs11248061_rs11724804', 'rs4690220_rs11724804'}",DGKQ
93,ENSG00000145354,,,,,,,3.90457809736e-13,2.0766982726200005e-10,5.805808635989997e-13,0.0008905616569939998,,,3.32778645483e-17,,,,,,,"{'ENST00000503643', 'ENST00000650480', 'ENST00000273986'}","{'ENST00000503643', 'ENST00000650480', 'ENST00000273986'}","{'ENST00000503643', 'ENST00000650480', 'ENST00000273986'}","{'ENST00000503643', 'ENST00000650480', 'ENST00000273986'}",,,"{'ENST00000503643', 'ENST00000650480', 'ENST00000273986'}",,,,,,,"{'rs2272676_rs230534', 'rs72696114_rs230534', 'rs4624655_rs230534', 'rs62328536_rs230534'}","{'rs4648010_rs230534', 'rs230520_rs230534', 'rs230522_rs230534', 'rs72696114_rs230534', 'rs230527_rs230534', 'rs118882_rs230534', 'rs230525_rs230534', 'rs2272676_rs230534', 'rs230523_rs230534', 'rs3836561_rs230534'}","{'rs2272676_rs230534', 'rs72696114_rs230534'}","{'rs2272676_rs230534', 'rs72696114_rs230534'}",,,"{'rs59123962_rs230534', 'rs7667496_rs230534', 'rs62328536_rs230534', 'rs4648045_rs230534', 'rs3774959_rs230534', 'rs72696114_rs230534', 'rs1598859_rs230534', 'rs4624655_rs230534', 'rs7692606_rs230534', 'rs17032850_rs230534', 'rs2272676_rs230534', 'rs3774957_rs230534'}",CISD2
94,ENSG00000145901,,,,,,,,,,0.006845121377840001,,,,,,,,,,,,,"{'ENST00000523200', 'ENST00000522226', 'ENST00000610535', 'ENST00000520695', 'ENST00000520931', 'ENST00000389378', 'ENST00000523338', 'ENST00000521591', 'ENST00000524280', 'ENST00000315050', 'ENST00000610874', 'ENST00000522100', 'ENST00000518977'}",,,,,,,,,,,,,"{'rs6861227_rs3792783', 'rs3792783_rs3792783', 'rs6880110_rs3792783', 'rs1862364_rs3792783'}",,,,TNIP1
95,ENSG00000145907,,,,,,,,,,,,0.00019391318890900005,,,,,,,,,,,,,"{'ENST00000520006', 'ENST00000356245', 'ENST00000523519', 'ENST00000507878', 'ENST00000520578', 'ENST00000394123'}",,,,,,,,,,,,,{'rs3792783_rs3792783'},,G3BP1
96,ENSG00000151689,2.7106970686900003e-06,1.48137742716e-16,,2.15113087509e-05,2.41147612039e-14,5.99779829956e-06,,,3.28907438118e-10,1.14391006487e-20,1.22084244407e-07,3.31038810423e-19,4.33359093469e-05,"{'ENST00000430311', 'ENST00000431594', 'ENST00000458193', 'ENST00000409027', 'ENST00000458647', 'ENST00000451089', 'ENST00000322522', 'ENST00000444194', 'ENST00000413239', 'ENST00000392329', 'ENST00000423767'}","{'ENST00000430311', 'ENST00000431594', 'ENST00000458193', 'ENST00000409027', 'ENST00000458647', 'ENST00000451089', 'ENST00000322522', 'ENST00000444194', 'ENST00000413239', 'ENST00000392329', 'ENST00000423767'}",,"{'ENST00000430311', 'ENST00000431594', 'ENST00000458193', 'ENST00000409027', 'ENST00000458647', 'ENST00000451089', 'ENST00000322522', 'ENST00000444194', 'ENST00000413239', 'ENST00000392329', 'ENST00000423767'}","{'ENST00000430311', 'ENST00000431594', 'ENST00000458193', 'ENST00000409027', 'ENST00000458647', 'ENST00000451089', 'ENST00000322522', 'ENST00000444194', 'ENST00000413239', 'ENST00000392329', 'ENST00000423767'}","{'ENST00000430311', 'ENST00000431594', 'ENST00000458193', 'ENST00000409027', 'ENST00000458647', 'ENST00000451089', 'ENST00000322522', 'ENST00000444194', 'ENST00000413239', 'ENST00000392329', 'ENST00000423767'}",,,"{'ENST00000430311', 'ENST00000431594', 'ENST00000458193', 'ENST00000409027', 'ENST00000458647', 'ENST00000451089', 'ENST00000322522', 'ENST00000444194', 'ENST00000413239', 'ENST00000392329', 'ENST00000423767'}","{'ENST00000430311', 'ENST00000431594', 'ENST00000458193', 'ENST00000409027', 'ENST00000458647', 'ENST00000451089', 'ENST00000322522', 'ENST00000444194', 'ENST00000413239', 'ENST00000392329', 'ENST00000423767'}","{'ENST00000430311', 'ENST00000431594', 'ENST00000458193', 'ENST00000409027', 'ENST00000458647', 'ENST00000451089', 'ENST00000322522', 'ENST00000444194', 'ENST00000413239', 'ENST00000392329', 'ENST00000423767'}","{'ENST00000430311', 'ENST00000431594', 'ENST00000458193', 'ENST00000409027', 'ENST00000458647', 'ENST00000451089', 'ENST00000322522', 'ENST00000444194', 'ENST00000413239', 'ENST00000392329', 'ENST00000423767'}","{'ENST00000458193', 'ENST00000409027'}","{'rs4853514_rs16832798', 'rs200274277_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs1558471_rs16832798', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798'}","{'rs13382951_rs16832798', 'rs4853514_rs16832798', 'rs12612719_rs16832798', 'rs60518431_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs2286896_rs16832798', 'rs3771317_rs16832798', 'rs12467273_rs16832798', 'rs2286895_rs16832798', 'rs58387127_rs16832798', 'rs12622264_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798', 'rs10931468_rs16832798'}",,"{'rs4853514_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798'}","{'rs1990462_rs16832798', 'rs2286896_rs16832798', 'rs16832834_rs16832798', 'rs4853514_rs16832798', 'rs12612719_rs16832798', 'rs143945041_rs16832798', 'rs4853515_rs16832798', 'rs145288755_rs16832798', 'rs58387127_rs16832798', 'rs2286895_rs16832798', 'rs12612666_rs16832798', 'rs12617955_rs16832798', 'rs371382762_rs16832798', 'rs16832836_rs16832798', 'rs33999198_rs16832798', 'rs12467273_rs16832798', 'rs12622264_rs16832798', 'rs4853724_rs16832798', 'rs10931468_rs16832798', 'rs3821236_rs3821236', 'rs13382951_rs16832798', 'rs1860849_rs16832798', 'rs3771317_rs16832798', 'rs60518431_rs16832798', 'rs3024886_rs3821236'}","{'rs1990462_rs16832798', 'rs16832834_rs16832798', 'rs2286896_rs16832798', 'rs9678841_rs16832798', 'rs2356124_rs16832798', 'rs4853514_rs16832798', 'rs12612719_rs16832798', 'rs143945041_rs16832798', 'rs4853515_rs16832798', 'rs145288755_rs16832798', 'rs58387127_rs16832798', 'rs2286895_rs16832798', 'rs11381876_rs16832798', 'rs12612666_rs16832798', 'rs12617955_rs16832798', 'rs371382762_rs16832798', 'rs16832836_rs16832798', 'rs33999198_rs16832798', 'rs12467273_rs16832798', 'rs887701_rs16832798', 'rs12622264_rs16832798', 'rs4853724_rs16832798', 'rs10931468_rs16832798', 'rs13382951_rs16832798', 'rs1860849_rs16832798', 'rs3771317_rs16832798', 'rs60518431_rs16832798'}",,,"{'rs1990462_rs16832798', 'rs2286896_rs16832798', 'rs16832834_rs16832798', 'rs9678841_rs16832798', 'rs2356124_rs16832798', 'rs12612719_rs16832798', 'rs143945041_rs16832798', 'rs4853515_rs16832798', 'rs145288755_rs16832798', 'rs58387127_rs16832798', 'rs2286895_rs16832798', 'rs11381876_rs16832798', 'rs12617955_rs16832798', 'rs371382762_rs16832798', 'rs16832836_rs16832798', 'rs887701_rs16832798', 'rs12622264_rs16832798', 'rs10931468_rs16832798', 'rs13382951_rs16832798', 'rs3771317_rs16832798', 'rs60518431_rs16832798'}","{'rs13382951_rs16832798', 'rs4853514_rs16832798', 'rs200274277_rs16832798', 'rs12612719_rs16832798', 'rs60518431_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs2286896_rs16832798', 'rs3771317_rs16832798', 'rs1558471_rs16832798', 'rs12467273_rs16832798', 'rs2286895_rs16832798', 'rs58387127_rs16832798', 'rs12622264_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798', 'rs10931468_rs16832798'}","{'rs4853514_rs16832798', 'rs200274277_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs1558471_rs16832798', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798'}","{'rs1990462_rs16832798', 'rs2286896_rs16832798', 'rs16832834_rs16832798', 'rs9678841_rs16832798', 'rs2356124_rs16832798', 'rs4853514_rs16832798', 'rs12612719_rs16832798', 'rs143945041_rs16832798', 'rs4853515_rs16832798', 'rs145288755_rs16832798', 'rs58387127_rs16832798', 'rs2286895_rs16832798', 'rs11381876_rs16832798', 'rs12612666_rs16832798', 'rs12617955_rs16832798', 'rs371382762_rs16832798', 'rs16832836_rs16832798', 'rs33999198_rs16832798', 'rs12467273_rs16832798', 'rs887701_rs16832798', 'rs12622264_rs16832798', 'rs4853724_rs16832798', 'rs10931468_rs16832798', 'rs3821236_rs3821236', 'rs13382951_rs16832798', 'rs1860849_rs16832798', 'rs3771317_rs16832798', 'rs60518431_rs16832798', 'rs3024886_rs3821236'}","{'rs4853514_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798'}",INPP1
97,ENSG00000151690,,3.94023209026e-05,,8.76911326803e-05,,,1.5040543568e-09,1.8799989815599998e-41,,1.94014569886e-05,5.63789940522e-06,0.0071288836129599995,1.9605417900099998e-36,,"{'ENST00000392328', 'ENST00000417958', 'ENST00000432036'}",,"{'ENST00000392328', 'ENST00000417958', 'ENST00000432036'}",,,"{'ENST00000392328', 'ENST00000417958', 'ENST00000432036'}","{'ENST00000392328', 'ENST00000417958', 'ENST00000432036'}",,"{'ENST00000392328', 'ENST00000417958', 'ENST00000432036'}","{'ENST00000392328', 'ENST00000417958', 'ENST00000432036'}","{'ENST00000392328', 'ENST00000417958', 'ENST00000432036'}","{'ENST00000392328', 'ENST00000417958', 'ENST00000432036'}",,"{'rs4853514_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798'}",,"{'rs4853514_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798'}",,,"{'rs13382951_rs16832798', 'rs4853514_rs16832798', 'rs12612719_rs16832798', 'rs60518431_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs2286896_rs16832798', 'rs3771317_rs16832798', 'rs12467273_rs16832798', 'rs2286895_rs16832798', 'rs58387127_rs16832798', 'rs12622264_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798', 'rs10931468_rs16832798'}","{'rs4853514_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs10168266_rs3821236', 'rs13426947_rs3821236', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798', 'rs3024859_rs3821236'}",,"{'rs4853514_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798'}","{'rs4853514_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798'}","{'rs4853514_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs1558471_rs16832798', 'rs12467273_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798'}","{'rs13382951_rs16832798', 'rs4853514_rs16832798', 'rs12612719_rs16832798', 'rs60518431_rs16832798', 'rs1860849_rs16832798', 'rs33999198_rs16832798', 'rs2286896_rs16832798', 'rs3771317_rs16832798', 'rs12467273_rs16832798', 'rs3821236_rs3821236', 'rs2286895_rs16832798', 'rs58387127_rs16832798', 'rs12622264_rs16832798', 'rs12612666_rs16832798', 'rs4853724_rs16832798', 'rs10931468_rs16832798', 'rs3024886_rs3821236'}",MFSD6
